"","quantile_p","arm_type","replication","strategy","num_rounds","chosen_arm"
"6837",0.6,"cauchy",52,"LUCB Stitched",24413,0
"6838",0.6,"cauchy",52,"QPAC BB",31700,0
"6839",0.6,"cauchy",52,"QPAC",110210,0
"6840",0.6,"cauchy",52,"Doubled Max-Q",398400,0
"6841",0.6,"cauchy",53,"LUCB BB",17303,0
"6842",0.6,"cauchy",53,"LUCB DKW",79832,0
"6843",0.6,"cauchy",53,"LUCB Stitched",19851,0
"6844",0.6,"cauchy",53,"QPAC BB",33660,0
"6845",0.6,"cauchy",53,"QPAC",111040,0
"6846",0.6,"cauchy",53,"Doubled Max-Q",398400,0
"6847",0.6,"cauchy",54,"LUCB BB",16266,0
"6848",0.6,"cauchy",54,"LUCB DKW",63986,0
"6849",0.6,"cauchy",54,"LUCB Stitched",19954,0
"6850",0.6,"cauchy",54,"QPAC BB",25062,0
"6851",0.6,"cauchy",54,"QPAC",70020,0
"6852",0.6,"cauchy",54,"Doubled Max-Q",398400,0
"6853",0.6,"cauchy",55,"LUCB Stitched",23483,0
"6854",0.6,"cauchy",55,"LUCB BB",26655,0
"6855",0.6,"cauchy",55,"LUCB DKW",69223,0
"6856",0.6,"cauchy",55,"QPAC",81590,0
"6857",0.6,"cauchy",55,"QPAC BB",26500,0
"6858",0.6,"cauchy",55,"Doubled Max-Q",398400,0
"6859",0.6,"cauchy",56,"LUCB BB",19021,0
"6860",0.6,"cauchy",56,"LUCB DKW",73955,0
"6861",0.6,"cauchy",56,"LUCB Stitched",29641,0
"6862",0.6,"cauchy",56,"QPAC",86950,0
"6863",0.6,"cauchy",56,"QPAC BB",25630,0
"6864",0.6,"cauchy",56,"Doubled Max-Q",398400,0
"6865",0.6,"cauchy",57,"LUCB BB",19283,0
"6866",0.6,"cauchy",57,"LUCB DKW",56527,0
"6867",0.6,"cauchy",57,"LUCB Stitched",23036,0
"6868",0.6,"cauchy",57,"QPAC BB",23230,0
"6869",0.6,"cauchy",57,"QPAC",95720,0
"6870",0.6,"cauchy",57,"Doubled Max-Q",398400,0
"6871",0.6,"cauchy",58,"LUCB BB",14352,0
"6872",0.6,"cauchy",58,"LUCB DKW",83338,0
"6873",0.6,"cauchy",58,"LUCB Stitched",33737,0
"6874",0.6,"cauchy",58,"QPAC BB",34300,0
"6875",0.6,"cauchy",58,"QPAC",106960,0
"6876",0.6,"cauchy",58,"Doubled Max-Q",390432,0
"6877",0.6,"cauchy",59,"LUCB BB",16546,0
"6878",0.6,"cauchy",59,"LUCB DKW",58843,0
"6879",0.6,"cauchy",59,"LUCB Stitched",19421,0
"6880",0.6,"cauchy",59,"QPAC BB",44590,0
"6881",0.6,"cauchy",59,"QPAC",134480,0
"6882",0.6,"cauchy",59,"Doubled Max-Q",398400,0
"6883",0.6,"cauchy",60,"LUCB BB",22655,0
"6884",0.6,"cauchy",60,"LUCB DKW",77143,0
"6885",0.6,"cauchy",60,"LUCB Stitched",27533,0
"6886",0.6,"cauchy",60,"QPAC BB",49050,0
"6887",0.6,"cauchy",60,"QPAC",106530,0
"6888",0.6,"cauchy",60,"Doubled Max-Q",398400,0
"6889",0.6,"cauchy",61,"LUCB BB",17631,0
"6890",0.6,"cauchy",61,"LUCB DKW",74183,0
"6891",0.6,"cauchy",61,"LUCB Stitched",18759,0
"6892",0.6,"cauchy",61,"QPAC BB",34760,0
"6893",0.6,"cauchy",61,"QPAC",107440,0
"6894",0.6,"cauchy",61,"Doubled Max-Q",398400,0
"6895",0.6,"cauchy",62,"LUCB BB",14611,0
"6896",0.6,"cauchy",62,"LUCB DKW",69953,0
"6897",0.6,"cauchy",62,"LUCB Stitched",24717,0
"6898",0.6,"cauchy",62,"QPAC BB",26250,0
"6899",0.6,"cauchy",62,"QPAC",124540,0
"6900",0.6,"cauchy",62,"Doubled Max-Q",398400,0
"6901",0.6,"cauchy",63,"LUCB BB",19345,0
"6902",0.6,"cauchy",63,"LUCB DKW",75743,0
"6903",0.6,"cauchy",63,"LUCB Stitched",27893,0
"6904",0.6,"cauchy",63,"QPAC",93670,0
"6905",0.6,"cauchy",63,"QPAC BB",23400,0
"6906",0.6,"cauchy",63,"Doubled Max-Q",390432,0
"6907",0.6,"cauchy",64,"LUCB BB",19945,0
"6908",0.6,"cauchy",64,"LUCB DKW",79059,0
"6909",0.6,"cauchy",64,"LUCB Stitched",24965,0
"6910",0.6,"cauchy",64,"QPAC BB",37410,0
"6911",0.6,"cauchy",64,"QPAC",110120,0
"6912",0.6,"cauchy",64,"Doubled Max-Q",398400,0
"6913",0.7,"cauchy",1,"LUCB BB",12421,0
"6914",0.7,"cauchy",1,"LUCB DKW",75773,0
"6915",0.7,"cauchy",1,"LUCB Stitched",18533,0
"6916",0.7,"cauchy",1,"QPAC BB",31380,0
"6917",0.7,"cauchy",1,"QPAC",93410,0
"6918",0.7,"cauchy",1,"Doubled Max-Q",285120,0
"6919",0.7,"cauchy",2,"LUCB Stitched",20045,0
"6920",0.7,"cauchy",2,"LUCB BB",21729,0
"6921",0.7,"cauchy",2,"LUCB DKW",76819,0
"6922",0.7,"cauchy",2,"QPAC",99860,0
"6923",0.7,"cauchy",2,"QPAC BB",15210,0
"6924",0.7,"cauchy",2,"Doubled Max-Q",274560,0
"6925",0.7,"cauchy",3,"LUCB BB",16378,0
"6926",0.7,"cauchy",3,"LUCB DKW",77941,0
"6927",0.7,"cauchy",3,"LUCB Stitched",21724,0
"6928",0.7,"cauchy",3,"QPAC BB",24070,0
"6929",0.7,"cauchy",3,"QPAC",110130,0
"6930",0.7,"cauchy",3,"Doubled Max-Q",264000,0
"6931",0.7,"cauchy",4,"LUCB BB",11493,0
"6932",0.7,"cauchy",4,"LUCB DKW",81300,0
"6933",0.7,"cauchy",4,"LUCB Stitched",16037,0
"6934",0.7,"cauchy",4,"QPAC BB",20940,0
"6935",0.7,"cauchy",4,"QPAC",105550,0
"6936",0.7,"cauchy",4,"Doubled Max-Q",274560,0
"6937",0.7,"cauchy",5,"LUCB Stitched",20119,0
"6938",0.7,"cauchy",5,"LUCB BB",20129,0
"6939",0.7,"cauchy",5,"LUCB DKW",66025,0
"6940",0.7,"cauchy",5,"QPAC BB",27450,0
"6941",0.7,"cauchy",5,"QPAC",75820,0
"6942",0.7,"cauchy",5,"Doubled Max-Q",264000,0
"6943",0.7,"cauchy",6,"LUCB BB",15257,0
"6944",0.7,"cauchy",6,"LUCB DKW",83361,0
"6945",0.7,"cauchy",6,"LUCB Stitched",18231,0
"6946",0.7,"cauchy",6,"QPAC BB",36260,0
"6947",0.7,"cauchy",6,"QPAC",101350,0
"6948",0.7,"cauchy",6,"Doubled Max-Q",285120,0
"6949",0.7,"cauchy",7,"LUCB BB",20986,0
"6950",0.7,"cauchy",7,"LUCB DKW",79100,0
"6951",0.7,"cauchy",7,"LUCB Stitched",23389,0
"6952",0.7,"cauchy",7,"QPAC BB",24360,0
"6953",0.7,"cauchy",7,"QPAC",101780,0
"6954",0.7,"cauchy",7,"Doubled Max-Q",295680,0
"6955",0.7,"cauchy",8,"LUCB BB",15471,0
"6956",0.7,"cauchy",8,"LUCB DKW",83723,0
"6957",0.7,"cauchy",8,"LUCB Stitched",19386,0
"6958",0.7,"cauchy",8,"QPAC",104590,0
"6959",0.7,"cauchy",8,"QPAC BB",16430,0
"6960",0.7,"cauchy",8,"Doubled Max-Q",274560,0
"6961",0.7,"cauchy",9,"LUCB BB",17004,0
"6962",0.7,"cauchy",9,"LUCB DKW",75251,0
"6963",0.7,"cauchy",9,"LUCB Stitched",21622,0
"6964",0.7,"cauchy",9,"QPAC BB",34110,0
"6965",0.7,"cauchy",9,"QPAC",141110,0
"6966",0.7,"cauchy",9,"Doubled Max-Q",285120,0
"6967",0.7,"cauchy",10,"LUCB BB",12162,0
"6968",0.7,"cauchy",10,"LUCB DKW",68189,0
"6969",0.7,"cauchy",10,"LUCB Stitched",17742,0
"6970",0.7,"cauchy",10,"QPAC BB",27970,0
"6971",0.7,"cauchy",10,"QPAC",93070,0
"6972",0.7,"cauchy",10,"Doubled Max-Q",264000,0
"6973",0.7,"cauchy",11,"LUCB BB",13095,0
"6974",0.7,"cauchy",11,"LUCB DKW",61545,0
"6975",0.7,"cauchy",11,"LUCB Stitched",15584,0
"6976",0.7,"cauchy",11,"QPAC BB",23900,0
"6977",0.7,"cauchy",11,"QPAC",93410,0
"6978",0.7,"cauchy",11,"Doubled Max-Q",274560,0
"6979",0.7,"cauchy",12,"LUCB BB",14179,0
"6980",0.7,"cauchy",12,"LUCB DKW",74002,0
"6981",0.7,"cauchy",12,"LUCB Stitched",19605,0
"6982",0.7,"cauchy",12,"QPAC BB",36860,0
"6983",0.7,"cauchy",12,"QPAC",105800,0
"6984",0.7,"cauchy",12,"Doubled Max-Q",274560,0
"6985",0.7,"cauchy",13,"LUCB BB",13349,0
"6986",0.7,"cauchy",13,"LUCB DKW",75238,0
"6987",0.7,"cauchy",13,"LUCB Stitched",15020,0
"6988",0.7,"cauchy",13,"QPAC BB",35910,0
"6989",0.7,"cauchy",13,"QPAC",130170,0
"6990",0.7,"cauchy",13,"Doubled Max-Q",264000,0
"6991",0.7,"cauchy",14,"LUCB BB",19706,0
"6992",0.7,"cauchy",14,"LUCB DKW",80251,0
"6993",0.7,"cauchy",14,"LUCB Stitched",22830,0
"6994",0.7,"cauchy",14,"QPAC BB",38330,0
"6995",0.7,"cauchy",14,"QPAC",158270,0
"6996",0.7,"cauchy",14,"Doubled Max-Q",285120,0
"6997",0.7,"cauchy",15,"LUCB BB",12893,0
"6998",0.7,"cauchy",15,"LUCB DKW",74895,0
"6999",0.7,"cauchy",15,"LUCB Stitched",19048,0
"7000",0.7,"cauchy",15,"QPAC BB",33840,0
"7001",0.7,"cauchy",15,"QPAC",103560,0
"7002",0.7,"cauchy",15,"Doubled Max-Q",285120,0
"7003",0.7,"cauchy",16,"LUCB BB",13890,0
"7004",0.7,"cauchy",16,"LUCB DKW",80765,0
"7005",0.7,"cauchy",16,"LUCB Stitched",18319,0
"7006",0.7,"cauchy",16,"QPAC",98860,0
"7007",0.7,"cauchy",16,"QPAC BB",16640,0
"7008",0.7,"cauchy",16,"Doubled Max-Q",274560,0
"7009",0.7,"cauchy",17,"LUCB Stitched",18637,0
"7010",0.7,"cauchy",17,"LUCB BB",19683,0
"7011",0.7,"cauchy",17,"LUCB DKW",93077,0
"7012",0.7,"cauchy",17,"QPAC BB",38170,0
"7013",0.7,"cauchy",17,"QPAC",107040,0
"7014",0.7,"cauchy",17,"Doubled Max-Q",306240,0
"7015",0.7,"cauchy",18,"LUCB BB",14036,0
"7016",0.7,"cauchy",18,"LUCB DKW",78921,0
"7017",0.7,"cauchy",18,"LUCB Stitched",23413,0
"7018",0.7,"cauchy",18,"QPAC",109910,0
"7019",0.7,"cauchy",18,"QPAC BB",22600,0
"7020",0.7,"cauchy",18,"Doubled Max-Q",274560,0
"7021",0.7,"cauchy",19,"LUCB BB",19630,0
"7022",0.7,"cauchy",19,"LUCB DKW",85866,0
"7023",0.7,"cauchy",19,"LUCB Stitched",21975,0
"7024",0.7,"cauchy",19,"QPAC BB",31270,0
"7025",0.7,"cauchy",19,"QPAC",134590,0
"7026",0.7,"cauchy",19,"Doubled Max-Q",274560,0
"7027",0.7,"cauchy",20,"LUCB BB",19847,0
"7028",0.7,"cauchy",20,"LUCB DKW",64831,0
"7029",0.7,"cauchy",20,"LUCB Stitched",21488,0
"7030",0.7,"cauchy",20,"QPAC BB",33110,0
"7031",0.7,"cauchy",20,"QPAC",105370,0
"7032",0.7,"cauchy",20,"Doubled Max-Q",285120,0
"7033",0.7,"cauchy",21,"LUCB BB",17885,0
"7034",0.7,"cauchy",21,"LUCB DKW",89967,0
"7035",0.7,"cauchy",21,"LUCB Stitched",25091,0
"7036",0.7,"cauchy",21,"QPAC BB",41620,0
"7037",0.7,"cauchy",21,"QPAC",114720,0
"7038",0.7,"cauchy",21,"Doubled Max-Q",295680,0
"7039",0.7,"cauchy",22,"LUCB BB",12154,0
"7040",0.7,"cauchy",22,"LUCB DKW",75412,0
"7041",0.7,"cauchy",22,"LUCB Stitched",20765,0
"7042",0.7,"cauchy",22,"QPAC BB",29620,0
"7043",0.7,"cauchy",22,"QPAC",116530,0
"7044",0.7,"cauchy",22,"Doubled Max-Q",264000,0
"7045",0.7,"cauchy",23,"LUCB BB",18703,0
"7046",0.7,"cauchy",23,"LUCB DKW",76002,0
"7047",0.7,"cauchy",23,"LUCB Stitched",24695,0
"7048",0.7,"cauchy",23,"QPAC BB",33240,0
"7049",0.7,"cauchy",23,"QPAC",103670,0
"7050",0.7,"cauchy",23,"Doubled Max-Q",274560,0
"7051",0.7,"cauchy",24,"LUCB BB",15086,0
"7052",0.7,"cauchy",24,"LUCB DKW",72933,0
"7053",0.7,"cauchy",24,"LUCB Stitched",16195,0
"7054",0.7,"cauchy",24,"QPAC BB",30150,0
"7055",0.7,"cauchy",24,"QPAC",121190,0
"7056",0.7,"cauchy",24,"Doubled Max-Q",285120,0
"7057",0.7,"cauchy",25,"LUCB BB",15052,0
"7058",0.7,"cauchy",25,"LUCB DKW",74259,0
"7059",0.7,"cauchy",25,"LUCB Stitched",18513,0
"7060",0.7,"cauchy",25,"QPAC BB",26520,0
"7061",0.7,"cauchy",25,"QPAC",118780,0
"7062",0.7,"cauchy",25,"Doubled Max-Q",264000,0
"7063",0.7,"cauchy",26,"LUCB BB",17156,0
"7064",0.7,"cauchy",26,"LUCB DKW",72825,0
"7065",0.7,"cauchy",26,"LUCB Stitched",19436,0
"7066",0.7,"cauchy",26,"QPAC BB",20280,0
"7067",0.7,"cauchy",26,"QPAC",123200,0
"7068",0.7,"cauchy",26,"Doubled Max-Q",264000,0
"7069",0.7,"cauchy",27,"LUCB Stitched",19121,0
"7070",0.7,"cauchy",27,"LUCB BB",22984,0
"7071",0.7,"cauchy",27,"LUCB DKW",76479,0
"7072",0.7,"cauchy",27,"QPAC BB",47790,0
"7073",0.7,"cauchy",27,"QPAC",117490,0
"7074",0.7,"cauchy",27,"Doubled Max-Q",306240,0
"7075",0.7,"cauchy",28,"LUCB BB",13998,0
"7076",0.7,"cauchy",28,"LUCB DKW",67665,0
"7077",0.7,"cauchy",28,"LUCB Stitched",20149,0
"7078",0.7,"cauchy",28,"QPAC",90110,0
"7079",0.7,"cauchy",28,"QPAC BB",16530,0
"7080",0.7,"cauchy",28,"Doubled Max-Q",274560,0
"7081",0.7,"cauchy",29,"LUCB BB",22220,0
"7082",0.7,"cauchy",29,"LUCB DKW",98376,0
"7083",0.7,"cauchy",29,"LUCB Stitched",22913,0
"7084",0.7,"cauchy",29,"QPAC BB",35560,0
"7085",0.7,"cauchy",29,"QPAC",105540,0
"7086",0.7,"cauchy",29,"Doubled Max-Q",274560,0
"7087",0.7,"cauchy",30,"LUCB BB",15917,0
"7088",0.7,"cauchy",30,"LUCB DKW",77729,0
"7089",0.7,"cauchy",30,"LUCB Stitched",16212,0
"7090",0.7,"cauchy",30,"QPAC BB",19850,0
"7091",0.7,"cauchy",30,"QPAC",103120,0
"7092",0.7,"cauchy",30,"Doubled Max-Q",274560,0
"7093",0.7,"cauchy",31,"LUCB Stitched",14976,0
"7094",0.7,"cauchy",31,"LUCB BB",18616,0
"7095",0.7,"cauchy",31,"LUCB DKW",71011,0
"7096",0.7,"cauchy",31,"QPAC BB",23650,0
"7097",0.7,"cauchy",31,"QPAC",103090,0
"7098",0.7,"cauchy",31,"Doubled Max-Q",264000,0
"7099",0.7,"cauchy",32,"LUCB BB",18394,0
"7100",0.7,"cauchy",32,"LUCB DKW",77815,0
"7101",0.7,"cauchy",32,"LUCB Stitched",18740,0
"7102",0.7,"cauchy",32,"QPAC BB",31030,0
"7103",0.7,"cauchy",32,"QPAC",90120,0
"7104",0.7,"cauchy",32,"Doubled Max-Q",274560,0
"7105",0.7,"cauchy",33,"LUCB BB",12137,0
"7106",0.7,"cauchy",33,"LUCB DKW",82228,0
"7107",0.7,"cauchy",33,"LUCB Stitched",14411,0
"7108",0.7,"cauchy",33,"QPAC BB",28070,0
"7109",0.7,"cauchy",33,"QPAC",170590,0
"7110",0.7,"cauchy",33,"Doubled Max-Q",274560,0
"7111",0.7,"cauchy",34,"LUCB BB",13743,0
"7112",0.7,"cauchy",34,"LUCB DKW",80961,0
"7113",0.7,"cauchy",34,"LUCB Stitched",16492,0
"7114",0.7,"cauchy",34,"QPAC BB",22520,0
"7115",0.7,"cauchy",34,"QPAC",87200,0
"7116",0.7,"cauchy",34,"Doubled Max-Q",285120,0
"7117",0.7,"cauchy",35,"LUCB BB",17217,0
"7118",0.7,"cauchy",35,"LUCB DKW",67457,0
"7119",0.7,"cauchy",35,"LUCB Stitched",18378,0
"7120",0.7,"cauchy",35,"QPAC BB",23230,0
"7121",0.7,"cauchy",35,"QPAC",110830,0
"7122",0.7,"cauchy",35,"Doubled Max-Q",274560,0
"7123",0.7,"cauchy",36,"LUCB BB",18487,0
"7124",0.7,"cauchy",36,"LUCB DKW",75906,0
"7125",0.7,"cauchy",36,"LUCB Stitched",21257,0
"7126",0.7,"cauchy",36,"QPAC BB",33560,0
"7127",0.7,"cauchy",36,"QPAC",83550,0
"7128",0.7,"cauchy",36,"Doubled Max-Q",264000,0
"7129",0.7,"cauchy",37,"LUCB BB",16973,0
"7130",0.7,"cauchy",37,"LUCB DKW",79433,0
"7131",0.7,"cauchy",37,"LUCB Stitched",20707,0
"7132",0.7,"cauchy",37,"QPAC BB",21670,0
"7133",0.7,"cauchy",37,"QPAC",108360,0
"7134",0.7,"cauchy",37,"Doubled Max-Q",264000,0
"7135",0.7,"cauchy",38,"LUCB Stitched",14623,0
"7136",0.7,"cauchy",38,"LUCB BB",15720,0
"7137",0.7,"cauchy",38,"LUCB DKW",76875,0
"7138",0.7,"cauchy",38,"QPAC BB",23480,0
"7139",0.7,"cauchy",38,"QPAC",115560,0
"7140",0.7,"cauchy",38,"Doubled Max-Q",274560,0
"7141",0.7,"cauchy",39,"LUCB BB",16723,0
"7142",0.7,"cauchy",39,"LUCB DKW",83468,0
"7143",0.7,"cauchy",39,"LUCB Stitched",24396,0
"7144",0.7,"cauchy",39,"QPAC BB",57800,0
"7145",0.7,"cauchy",39,"QPAC",117820,0
"7146",0.7,"cauchy",39,"Doubled Max-Q",264000,0
"7147",0.7,"cauchy",40,"LUCB BB",16245,0
"7148",0.7,"cauchy",40,"LUCB DKW",73716,0
"7149",0.7,"cauchy",40,"LUCB Stitched",22347,0
"7150",0.7,"cauchy",40,"QPAC BB",24030,0
"7151",0.7,"cauchy",40,"QPAC",97540,0
"7152",0.7,"cauchy",40,"Doubled Max-Q",316800,0
"7153",0.7,"cauchy",41,"LUCB BB",7715,0
"7154",0.7,"cauchy",41,"LUCB DKW",80937,0
"7155",0.7,"cauchy",41,"LUCB Stitched",23249,0
"7156",0.7,"cauchy",41,"QPAC",119030,0
"7157",0.7,"cauchy",41,"QPAC BB",13800,0
"7158",0.7,"cauchy",41,"Doubled Max-Q",274560,0
"7159",0.7,"cauchy",42,"LUCB BB",13211,0
"7160",0.7,"cauchy",42,"LUCB DKW",77230,0
"7161",0.7,"cauchy",42,"LUCB Stitched",28297,0
"7162",0.7,"cauchy",42,"QPAC BB",40680,0
"7163",0.7,"cauchy",42,"QPAC",122360,0
"7164",0.7,"cauchy",42,"Doubled Max-Q",274560,0
"7165",0.7,"cauchy",43,"LUCB BB",17131,0
"7166",0.7,"cauchy",43,"LUCB DKW",74521,0
"7167",0.7,"cauchy",43,"LUCB Stitched",22819,0
"7168",0.7,"cauchy",43,"QPAC",112620,0
"7169",0.7,"cauchy",43,"QPAC BB",22170,0
"7170",0.7,"cauchy",43,"Doubled Max-Q",264000,0
"7171",0.7,"cauchy",44,"LUCB BB",20145,0
"7172",0.7,"cauchy",44,"LUCB DKW",84655,0
"7173",0.7,"cauchy",44,"LUCB Stitched",24855,0
"7174",0.7,"cauchy",44,"QPAC BB",33980,0
"7175",0.7,"cauchy",44,"QPAC",117330,0
"7176",0.7,"cauchy",44,"Doubled Max-Q",274560,0
"7177",0.7,"cauchy",45,"LUCB BB",17765,0
"7178",0.7,"cauchy",45,"LUCB DKW",67993,0
"7179",0.7,"cauchy",45,"LUCB Stitched",19299,0
"7180",0.7,"cauchy",45,"QPAC BB",24120,0
"7181",0.7,"cauchy",45,"QPAC",107110,0
"7182",0.7,"cauchy",45,"Doubled Max-Q",274560,0
"7183",0.7,"cauchy",46,"LUCB BB",11139,0
"7184",0.7,"cauchy",46,"LUCB DKW",78721,0
"7185",0.7,"cauchy",46,"LUCB Stitched",19311,0
"7186",0.7,"cauchy",46,"QPAC BB",19530,0
"7187",0.7,"cauchy",46,"QPAC",69250,0
"7188",0.7,"cauchy",46,"Doubled Max-Q",274560,0
"7189",0.7,"cauchy",47,"LUCB BB",17473,0
"7190",0.7,"cauchy",47,"LUCB DKW",82639,0
"7191",0.7,"cauchy",47,"LUCB Stitched",25968,0
"7192",0.7,"cauchy",47,"QPAC BB",28320,0
"7193",0.7,"cauchy",47,"QPAC",106330,0
"7194",0.7,"cauchy",47,"Doubled Max-Q",274560,0
"7195",0.7,"cauchy",48,"LUCB BB",13896,0
"7196",0.7,"cauchy",48,"LUCB DKW",68969,0
"7197",0.7,"cauchy",48,"LUCB Stitched",18919,0
"7198",0.7,"cauchy",48,"QPAC BB",25460,0
"7199",0.7,"cauchy",48,"QPAC",106350,0
"7200",0.7,"cauchy",48,"Doubled Max-Q",274560,0
"7201",0.7,"cauchy",49,"LUCB Stitched",19773,0
"7202",0.7,"cauchy",49,"LUCB BB",21407,0
"7203",0.7,"cauchy",49,"LUCB DKW",83278,0
"7204",0.7,"cauchy",49,"QPAC",101590,0
"7205",0.7,"cauchy",49,"QPAC BB",18260,0
"7206",0.7,"cauchy",49,"Doubled Max-Q",264000,0
"7207",0.7,"cauchy",50,"LUCB Stitched",14955,0
"7208",0.7,"cauchy",50,"LUCB BB",15001,0
"7209",0.7,"cauchy",50,"LUCB DKW",68526,0
"7210",0.7,"cauchy",50,"QPAC",91160,0
"7211",0.7,"cauchy",50,"QPAC BB",13770,0
"7212",0.7,"cauchy",50,"Doubled Max-Q",264000,0
"7213",0.7,"cauchy",51,"LUCB BB",10093,0
"7214",0.7,"cauchy",51,"LUCB DKW",72967,0
"7215",0.7,"cauchy",51,"LUCB Stitched",16277,0
"7216",0.7,"cauchy",51,"QPAC BB",25730,0
"7217",0.7,"cauchy",51,"QPAC",109530,0
"7218",0.7,"cauchy",51,"Doubled Max-Q",274560,0
"7219",0.7,"cauchy",52,"LUCB BB",13919,0
"7220",0.7,"cauchy",52,"LUCB DKW",78358,0
"7221",0.7,"cauchy",52,"LUCB Stitched",18121,0
"7222",0.7,"cauchy",52,"QPAC BB",22630,0
"7223",0.7,"cauchy",52,"QPAC",110270,0
"7224",0.7,"cauchy",52,"Doubled Max-Q",274560,0
"7225",0.7,"cauchy",53,"LUCB BB",17610,0
"7226",0.7,"cauchy",53,"LUCB DKW",62530,0
"7227",0.7,"cauchy",53,"LUCB Stitched",22871,0
"7228",0.7,"cauchy",53,"QPAC",120620,0
"7229",0.7,"cauchy",53,"QPAC BB",17130,0
"7230",0.7,"cauchy",53,"Doubled Max-Q",274560,0
"7231",0.7,"cauchy",54,"LUCB BB",19558,0
"7232",0.7,"cauchy",54,"LUCB DKW",73470,0
"7233",0.7,"cauchy",54,"LUCB Stitched",26527,0
"7234",0.7,"cauchy",54,"QPAC BB",34050,0
"7235",0.7,"cauchy",54,"QPAC",104920,0
"7236",0.7,"cauchy",54,"Doubled Max-Q",274560,0
"7237",0.7,"cauchy",55,"LUCB BB",16583,0
"7238",0.7,"cauchy",55,"LUCB DKW",75309,0
"7239",0.7,"cauchy",55,"LUCB Stitched",18845,0
"7240",0.7,"cauchy",55,"QPAC BB",32710,0
"7241",0.7,"cauchy",55,"QPAC",100250,0
"7242",0.7,"cauchy",55,"Doubled Max-Q",269280,0
"7243",0.7,"cauchy",56,"LUCB BB",19236,0
"7244",0.7,"cauchy",56,"LUCB DKW",75781,0
"7245",0.7,"cauchy",56,"LUCB Stitched",20104,0
"7246",0.7,"cauchy",56,"QPAC BB",30150,0
"7247",0.7,"cauchy",56,"QPAC",112690,0
"7248",0.7,"cauchy",56,"Doubled Max-Q",295680,0
"7249",0.7,"cauchy",57,"LUCB BB",18438,0
"7250",0.7,"cauchy",57,"LUCB DKW",84648,0
"7251",0.7,"cauchy",57,"LUCB Stitched",21502,0
"7252",0.7,"cauchy",57,"QPAC BB",23580,0
"7253",0.7,"cauchy",57,"QPAC",87230,0
"7254",0.7,"cauchy",57,"Doubled Max-Q",264000,0
"7255",0.7,"cauchy",58,"LUCB BB",13341,0
"7256",0.7,"cauchy",58,"LUCB DKW",75877,0
"7257",0.7,"cauchy",58,"LUCB Stitched",18863,0
"7258",0.7,"cauchy",58,"QPAC BB",31660,0
"7259",0.7,"cauchy",58,"QPAC",117180,0
"7260",0.7,"cauchy",58,"Doubled Max-Q",274560,0
"7261",0.7,"cauchy",59,"LUCB BB",17385,0
"7262",0.7,"cauchy",59,"LUCB DKW",67725,0
"7263",0.7,"cauchy",59,"LUCB Stitched",22057,0
"7264",0.7,"cauchy",59,"QPAC BB",32960,0
"7265",0.7,"cauchy",59,"QPAC",125080,0
"7266",0.7,"cauchy",59,"Doubled Max-Q",274560,0
"7267",0.7,"cauchy",60,"LUCB BB",19172,0
"7268",0.7,"cauchy",60,"LUCB DKW",76083,0
"7269",0.7,"cauchy",60,"LUCB Stitched",27669,0
"7270",0.7,"cauchy",60,"QPAC",93980,0
"7271",0.7,"cauchy",60,"QPAC BB",23800,0
"7272",0.7,"cauchy",60,"Doubled Max-Q",274560,0
"7273",0.7,"cauchy",61,"LUCB BB",18846,0
"7274",0.7,"cauchy",61,"LUCB DKW",73936,0
"7275",0.7,"cauchy",61,"LUCB Stitched",20703,0
"7276",0.7,"cauchy",61,"QPAC",104480,0
"7277",0.7,"cauchy",61,"QPAC BB",18820,0
"7278",0.7,"cauchy",61,"Doubled Max-Q",274560,0
"7279",0.7,"cauchy",62,"LUCB BB",12701,0
"7280",0.7,"cauchy",62,"LUCB DKW",93817,0
"7281",0.7,"cauchy",62,"LUCB Stitched",22768,0
"7282",0.7,"cauchy",62,"QPAC BB",26980,0
"7283",0.7,"cauchy",62,"QPAC",125790,0
"7284",0.7,"cauchy",62,"Doubled Max-Q",285120,0
"7285",0.7,"cauchy",63,"LUCB BB",11894,0
"7286",0.7,"cauchy",63,"LUCB DKW",82849,0
"7287",0.7,"cauchy",63,"LUCB Stitched",20899,0
"7288",0.7,"cauchy",63,"QPAC BB",26180,0
"7289",0.7,"cauchy",63,"QPAC",120020,0
"7290",0.7,"cauchy",63,"Doubled Max-Q",264000,0
"7291",0.7,"cauchy",64,"LUCB BB",16816,0
"7292",0.7,"cauchy",64,"LUCB DKW",72720,0
"7293",0.7,"cauchy",64,"LUCB Stitched",20441,0
"7294",0.7,"cauchy",64,"QPAC BB",37140,0
"7295",0.7,"cauchy",64,"QPAC",121330,0
"7296",0.7,"cauchy",64,"Doubled Max-Q",264000,0
"7297",0.8,"cauchy",1,"LUCB BB",14099,0
"7298",0.8,"cauchy",1,"LUCB DKW",92916,0
"7299",0.8,"cauchy",1,"LUCB Stitched",22646,0
"7300",0.8,"cauchy",1,"QPAC BB",27930,0
"7301",0.8,"cauchy",1,"QPAC",124520,0
"7302",0.8,"cauchy",1,"Doubled Max-Q",228288,0
"7303",0.8,"cauchy",2,"LUCB BB",7926,0
"7304",0.8,"cauchy",2,"LUCB DKW",83137,0
"7305",0.8,"cauchy",2,"LUCB Stitched",16319,0
"7306",0.8,"cauchy",2,"QPAC",101330,0
