"","quantile_p","arm_type","replication","strategy","num_rounds","chosen_arm"
"1453",0.3,"uniform",51,"LUCB BB",18415,0
"1454",0.3,"uniform",51,"LUCB DKW",60580,0
"1455",0.3,"uniform",51,"LUCB Stitched",21011,0
"1456",0.3,"uniform",51,"QPAC BB",39750,0
"1457",0.3,"uniform",51,"QPAC",106990,0
"1458",0.3,"uniform",51,"Doubled Max-Q",884736,0
"1459",0.3,"uniform",52,"LUCB BB",20883,0
"1460",0.3,"uniform",52,"LUCB DKW",61964,0
"1461",0.3,"uniform",52,"LUCB Stitched",23149,0
"1462",0.3,"uniform",52,"QPAC BB",27710,0
"1463",0.3,"uniform",52,"QPAC",106350,0
"1464",0.3,"uniform",52,"Doubled Max-Q",847872,0
"1465",0.3,"uniform",53,"LUCB BB",14375,0
"1466",0.3,"uniform",53,"LUCB DKW",59395,0
"1467",0.3,"uniform",53,"LUCB Stitched",15341,0
"1468",0.3,"uniform",53,"QPAC BB",34540,0
"1469",0.3,"uniform",53,"QPAC",110700,0
"1470",0.3,"uniform",53,"Doubled Max-Q",847872,0
"1471",0.3,"uniform",54,"LUCB BB",16407,0
"1472",0.3,"uniform",54,"LUCB DKW",70845,0
"1473",0.3,"uniform",54,"LUCB Stitched",18790,0
"1474",0.3,"uniform",54,"QPAC BB",22570,0
"1475",0.3,"uniform",54,"QPAC",111110,0
"1476",0.3,"uniform",54,"Doubled Max-Q",829440,0
"1477",0.3,"uniform",55,"LUCB Stitched",19735,0
"1478",0.3,"uniform",55,"LUCB BB",20413,0
"1479",0.3,"uniform",55,"LUCB DKW",70064,0
"1480",0.3,"uniform",55,"QPAC BB",27870,0
"1481",0.3,"uniform",55,"QPAC",111050,0
"1482",0.3,"uniform",55,"Doubled Max-Q",847872,0
"1483",0.3,"uniform",56,"LUCB Stitched",17621,0
"1484",0.3,"uniform",56,"LUCB BB",17807,0
"1485",0.3,"uniform",56,"LUCB DKW",63763,0
"1486",0.3,"uniform",56,"QPAC BB",33930,0
"1487",0.3,"uniform",56,"QPAC",111270,0
"1488",0.3,"uniform",56,"Doubled Max-Q",847872,0
"1489",0.3,"uniform",57,"LUCB BB",15209,0
"1490",0.3,"uniform",57,"LUCB DKW",58687,0
"1491",0.3,"uniform",57,"LUCB Stitched",18989,0
"1492",0.3,"uniform",57,"QPAC BB",31220,0
"1493",0.3,"uniform",57,"QPAC",97370,0
"1494",0.3,"uniform",57,"Doubled Max-Q",829440,0
"1495",0.3,"uniform",58,"LUCB BB",15513,0
"1496",0.3,"uniform",58,"LUCB DKW",65701,0
"1497",0.3,"uniform",58,"LUCB Stitched",20611,0
"1498",0.3,"uniform",58,"QPAC BB",33160,0
"1499",0.3,"uniform",58,"QPAC",105260,0
"1500",0.3,"uniform",58,"Doubled Max-Q",903168,0
"1501",0.3,"uniform",59,"LUCB BB",20185,0
"1502",0.3,"uniform",59,"LUCB DKW",74057,0
"1503",0.3,"uniform",59,"LUCB Stitched",28149,0
"1504",0.3,"uniform",59,"QPAC BB",33280,0
"1505",0.3,"uniform",59,"QPAC",115950,0
"1506",0.3,"uniform",59,"Doubled Max-Q",866304,0
"1507",0.3,"uniform",60,"LUCB BB",12202,0
"1508",0.3,"uniform",60,"LUCB DKW",64641,0
"1509",0.3,"uniform",60,"LUCB Stitched",17327,0
"1510",0.3,"uniform",60,"QPAC BB",27650,0
"1511",0.3,"uniform",60,"QPAC",92970,0
"1512",0.3,"uniform",60,"Doubled Max-Q",811008,0
"1513",0.3,"uniform",61,"LUCB BB",20303,0
"1514",0.3,"uniform",61,"LUCB DKW",69249,0
"1515",0.3,"uniform",61,"LUCB Stitched",23111,0
"1516",0.3,"uniform",61,"QPAC BB",26800,0
"1517",0.3,"uniform",61,"QPAC",125870,0
"1518",0.3,"uniform",61,"Doubled Max-Q",903168,0
"1519",0.3,"uniform",62,"LUCB BB",17609,0
"1520",0.3,"uniform",62,"LUCB DKW",65398,0
"1521",0.3,"uniform",62,"LUCB Stitched",18015,0
"1522",0.3,"uniform",62,"QPAC BB",30080,0
"1523",0.3,"uniform",62,"QPAC",103380,0
"1524",0.3,"uniform",62,"Doubled Max-Q",847872,0
"1525",0.3,"uniform",63,"LUCB BB",15097,0
"1526",0.3,"uniform",63,"LUCB DKW",67235,0
"1527",0.3,"uniform",63,"LUCB Stitched",17087,0
"1528",0.3,"uniform",63,"QPAC BB",20380,0
"1529",0.3,"uniform",63,"QPAC",99480,0
"1530",0.3,"uniform",63,"Doubled Max-Q",847872,0
"1531",0.3,"uniform",64,"LUCB BB",14381,0
"1532",0.3,"uniform",64,"LUCB DKW",56849,0
"1533",0.3,"uniform",64,"LUCB Stitched",17331,0
"1534",0.3,"uniform",64,"QPAC BB",27160,0
"1535",0.3,"uniform",64,"QPAC",110380,0
"1536",0.3,"uniform",64,"Doubled Max-Q",847872,0
"1537",0.4,"uniform",1,"LUCB BB",15287,0
"1538",0.4,"uniform",1,"LUCB DKW",65969,0
"1539",0.4,"uniform",1,"LUCB Stitched",15465,0
"1540",0.4,"uniform",1,"QPAC BB",25980,0
"1541",0.4,"uniform",1,"QPAC",103450,0
"1542",0.4,"uniform",1,"Doubled Max-Q",534400,0
"1543",0.4,"uniform",2,"LUCB BB",12987,0
"1544",0.4,"uniform",2,"LUCB DKW",66908,0
"1545",0.4,"uniform",2,"LUCB Stitched",16188,0
"1546",0.4,"uniform",2,"QPAC BB",27750,0
"1547",0.4,"uniform",2,"QPAC",114100,0
"1548",0.4,"uniform",2,"Doubled Max-Q",534400,0
"1549",0.4,"uniform",3,"LUCB BB",11932,0
"1550",0.4,"uniform",3,"LUCB DKW",62472,0
"1551",0.4,"uniform",3,"LUCB Stitched",26136,0
"1552",0.4,"uniform",3,"QPAC BB",26240,0
"1553",0.4,"uniform",3,"QPAC",119520,0
"1554",0.4,"uniform",3,"Doubled Max-Q",534400,0
"1555",0.4,"uniform",4,"LUCB Stitched",26078,0
"1556",0.4,"uniform",4,"LUCB BB",26922,0
"1557",0.4,"uniform",4,"LUCB DKW",70801,0
"1558",0.4,"uniform",4,"QPAC BB",43390,0
"1559",0.4,"uniform",4,"QPAC",105940,0
"1560",0.4,"uniform",4,"Doubled Max-Q",534400,0
"1561",0.4,"uniform",5,"LUCB Stitched",17694,0
"1562",0.4,"uniform",5,"LUCB BB",23069,0
"1563",0.4,"uniform",5,"LUCB DKW",71743,0
"1564",0.4,"uniform",5,"QPAC BB",32820,0
"1565",0.4,"uniform",5,"QPAC",117900,0
"1566",0.4,"uniform",5,"Doubled Max-Q",534400,0
"1567",0.4,"uniform",6,"LUCB BB",15269,0
"1568",0.4,"uniform",6,"LUCB DKW",57657,0
"1569",0.4,"uniform",6,"LUCB Stitched",19308,0
"1570",0.4,"uniform",6,"QPAC BB",36050,0
"1571",0.4,"uniform",6,"QPAC",121490,0
"1572",0.4,"uniform",6,"Doubled Max-Q",534400,0
"1573",0.4,"uniform",7,"LUCB BB",14296,0
"1574",0.4,"uniform",7,"LUCB DKW",65030,0
"1575",0.4,"uniform",7,"LUCB Stitched",17330,0
"1576",0.4,"uniform",7,"QPAC BB",31120,0
"1577",0.4,"uniform",7,"QPAC",106900,0
"1578",0.4,"uniform",7,"Doubled Max-Q",534400,0
"1579",0.4,"uniform",8,"LUCB BB",14316,0
"1580",0.4,"uniform",8,"LUCB DKW",57361,0
"1581",0.4,"uniform",8,"LUCB Stitched",22836,0
"1582",0.4,"uniform",8,"QPAC BB",28890,0
"1583",0.4,"uniform",8,"QPAC",110760,0
"1584",0.4,"uniform",8,"Doubled Max-Q",534400,0
"1585",0.4,"uniform",9,"LUCB BB",21082,0
"1586",0.4,"uniform",9,"LUCB DKW",68438,0
"1587",0.4,"uniform",9,"LUCB Stitched",23127,0
"1588",0.4,"uniform",9,"QPAC BB",32040,0
"1589",0.4,"uniform",9,"QPAC",104830,0
"1590",0.4,"uniform",9,"Doubled Max-Q",534400,0
"1591",0.4,"uniform",10,"LUCB BB",18049,0
"1592",0.4,"uniform",10,"LUCB DKW",75145,0
"1593",0.4,"uniform",10,"LUCB Stitched",30024,0
"1594",0.4,"uniform",10,"QPAC",100740,0
"1595",0.4,"uniform",10,"QPAC BB",19460,0
"1596",0.4,"uniform",10,"Doubled Max-Q",534400,0
"1597",0.4,"uniform",11,"LUCB BB",16064,0
"1598",0.4,"uniform",11,"LUCB DKW",65571,0
"1599",0.4,"uniform",11,"LUCB Stitched",20964,0
"1600",0.4,"uniform",11,"QPAC BB",21270,0
"1601",0.4,"uniform",11,"QPAC",123450,0
"1602",0.4,"uniform",11,"Doubled Max-Q",534400,0
"1603",0.4,"uniform",12,"LUCB BB",18411,0
"1604",0.4,"uniform",12,"LUCB DKW",72345,0
"1605",0.4,"uniform",12,"LUCB Stitched",21861,0
"1606",0.4,"uniform",12,"QPAC BB",26340,0
"1607",0.4,"uniform",12,"QPAC",77180,0
"1608",0.4,"uniform",12,"Doubled Max-Q",534400,0
"1609",0.4,"uniform",13,"LUCB BB",7605,0
"1610",0.4,"uniform",13,"LUCB DKW",56377,0
"1611",0.4,"uniform",13,"LUCB Stitched",12232,0
"1612",0.4,"uniform",13,"QPAC",56260,0
"1613",0.4,"uniform",13,"QPAC BB",11203,0
"1614",0.4,"uniform",13,"Doubled Max-Q",534400,0
"1615",0.4,"uniform",14,"LUCB BB",15605,0
"1616",0.4,"uniform",14,"LUCB DKW",84052,0
"1617",0.4,"uniform",14,"LUCB Stitched",22525,0
"1618",0.4,"uniform",14,"QPAC",106820,0
"1619",0.4,"uniform",14,"QPAC BB",15520,0
"1620",0.4,"uniform",14,"Doubled Max-Q",534400,0
"1621",0.4,"uniform",15,"LUCB BB",16409,0
"1622",0.4,"uniform",15,"LUCB DKW",75189,0
"1623",0.4,"uniform",15,"LUCB Stitched",23067,0
"1624",0.4,"uniform",15,"QPAC BB",33460,0
"1625",0.4,"uniform",15,"QPAC",128110,0
"1626",0.4,"uniform",15,"Doubled Max-Q",534400,0
"1627",0.4,"uniform",16,"LUCB BB",19452,0
"1628",0.4,"uniform",16,"LUCB DKW",77242,0
"1629",0.4,"uniform",16,"LUCB Stitched",23506,0
"1630",0.4,"uniform",16,"QPAC",109580,0
"1631",0.4,"uniform",16,"QPAC BB",20800,0
"1632",0.4,"uniform",16,"Doubled Max-Q",534400,0
"1633",0.4,"uniform",17,"LUCB Stitched",18438,0
"1634",0.4,"uniform",17,"LUCB BB",18655,0
"1635",0.4,"uniform",17,"LUCB DKW",71173,0
"1636",0.4,"uniform",17,"QPAC BB",20770,0
"1637",0.4,"uniform",17,"QPAC",78010,0
"1638",0.4,"uniform",17,"Doubled Max-Q",534400,0
"1639",0.4,"uniform",18,"LUCB BB",19351,0
"1640",0.4,"uniform",18,"LUCB DKW",64679,0
"1641",0.4,"uniform",18,"LUCB Stitched",25236,0
"1642",0.4,"uniform",18,"QPAC BB",31100,0
"1643",0.4,"uniform",18,"QPAC",84720,0
"1644",0.4,"uniform",18,"Doubled Max-Q",534400,0
"1645",0.4,"uniform",19,"LUCB BB",17102,0
"1646",0.4,"uniform",19,"LUCB DKW",75761,0
"1647",0.4,"uniform",19,"LUCB Stitched",21805,0
"1648",0.4,"uniform",19,"QPAC BB",31550,0
"1649",0.4,"uniform",19,"QPAC",98780,0
"1650",0.4,"uniform",19,"Doubled Max-Q",534400,0
"1651",0.4,"uniform",20,"LUCB BB",12185,0
"1652",0.4,"uniform",20,"LUCB DKW",65045,0
"1653",0.4,"uniform",20,"LUCB Stitched",19202,0
"1654",0.4,"uniform",20,"QPAC BB",19740,0
"1655",0.4,"uniform",20,"QPAC",91370,0
"1656",0.4,"uniform",20,"Doubled Max-Q",534400,0
"1657",0.4,"uniform",21,"LUCB BB",19185,0
"1658",0.4,"uniform",21,"LUCB DKW",62571,0
"1659",0.4,"uniform",21,"LUCB Stitched",21149,0
"1660",0.4,"uniform",21,"QPAC BB",26470,0
"1661",0.4,"uniform",21,"QPAC",92170,0
"1662",0.4,"uniform",21,"Doubled Max-Q",534400,0
"1663",0.4,"uniform",22,"LUCB BB",15347,0
"1664",0.4,"uniform",22,"LUCB DKW",66461,0
"1665",0.4,"uniform",22,"LUCB Stitched",22549,0
"1666",0.4,"uniform",22,"QPAC BB",39140,0
"1667",0.4,"uniform",22,"QPAC",94190,0
"1668",0.4,"uniform",22,"Doubled Max-Q",523712,0
"1669",0.4,"uniform",23,"LUCB Stitched",19773,0
"1670",0.4,"uniform",23,"LUCB BB",21993,0
"1671",0.4,"uniform",23,"LUCB DKW",60313,0
"1672",0.4,"uniform",23,"QPAC BB",34340,0
"1673",0.4,"uniform",23,"QPAC",108220,0
"1674",0.4,"uniform",23,"Doubled Max-Q",534400,0
"1675",0.4,"uniform",24,"LUCB BB",15087,0
"1676",0.4,"uniform",24,"LUCB DKW",73087,0
"1677",0.4,"uniform",24,"LUCB Stitched",21713,0
"1678",0.4,"uniform",24,"QPAC BB",40610,0
"1679",0.4,"uniform",24,"QPAC",126810,0
"1680",0.4,"uniform",24,"Doubled Max-Q",534400,0
"1681",0.4,"uniform",25,"LUCB BB",14674,0
"1682",0.4,"uniform",25,"LUCB DKW",71860,0
"1683",0.4,"uniform",25,"LUCB Stitched",17619,0
"1684",0.4,"uniform",25,"QPAC BB",30860,0
"1685",0.4,"uniform",25,"QPAC",113140,0
"1686",0.4,"uniform",25,"Doubled Max-Q",534400,0
"1687",0.4,"uniform",26,"LUCB BB",20365,0
"1688",0.4,"uniform",26,"LUCB DKW",67597,0
"1689",0.4,"uniform",26,"LUCB Stitched",22681,0
"1690",0.4,"uniform",26,"QPAC",105850,0
"1691",0.4,"uniform",26,"QPAC BB",22450,0
"1692",0.4,"uniform",26,"Doubled Max-Q",534400,0
"1693",0.4,"uniform",27,"LUCB BB",10087,0
"1694",0.4,"uniform",27,"LUCB DKW",82240,0
"1695",0.4,"uniform",27,"LUCB Stitched",15501,0
"1696",0.4,"uniform",27,"QPAC BB",24070,0
"1697",0.4,"uniform",27,"QPAC",104750,0
"1698",0.4,"uniform",27,"Doubled Max-Q",534400,0
"1699",0.4,"uniform",28,"LUCB BB",18507,0
"1700",0.4,"uniform",28,"LUCB DKW",70650,0
"1701",0.4,"uniform",28,"LUCB Stitched",23363,0
"1702",0.4,"uniform",28,"QPAC BB",32160,0
"1703",0.4,"uniform",28,"QPAC",96080,0
"1704",0.4,"uniform",28,"Doubled Max-Q",534400,0
"1705",0.4,"uniform",29,"LUCB BB",13581,0
"1706",0.4,"uniform",29,"LUCB DKW",67984,0
"1707",0.4,"uniform",29,"LUCB Stitched",15311,0
"1708",0.4,"uniform",29,"QPAC BB",16600,0
"1709",0.4,"uniform",29,"QPAC",102170,0
"1710",0.4,"uniform",29,"Doubled Max-Q",534400,0
"1711",0.4,"uniform",30,"LUCB BB",19466,0
"1712",0.4,"uniform",30,"LUCB DKW",67444,0
"1713",0.4,"uniform",30,"LUCB Stitched",21667,0
"1714",0.4,"uniform",30,"QPAC BB",42510,0
"1715",0.4,"uniform",30,"QPAC",123550,0
"1716",0.4,"uniform",30,"Doubled Max-Q",534400,0
"1717",0.4,"uniform",31,"LUCB BB",16139,0
"1718",0.4,"uniform",31,"LUCB DKW",65673,0
"1719",0.4,"uniform",31,"LUCB Stitched",20236,0
"1720",0.4,"uniform",31,"QPAC BB",29400,0
"1721",0.4,"uniform",31,"QPAC",82280,0
"1722",0.4,"uniform",31,"Doubled Max-Q",534400,0
"1723",0.4,"uniform",32,"LUCB BB",18318,0
"1724",0.4,"uniform",32,"LUCB DKW",57747,0
"1725",0.4,"uniform",32,"LUCB Stitched",21404,0
"1726",0.4,"uniform",32,"QPAC BB",43460,0
"1727",0.4,"uniform",32,"QPAC",115840,0
"1728",0.4,"uniform",32,"Doubled Max-Q",555776,0
"1729",0.4,"uniform",33,"LUCB BB",14189,0
"1730",0.4,"uniform",33,"LUCB DKW",69167,0
"1731",0.4,"uniform",33,"LUCB Stitched",28417,0
"1732",0.4,"uniform",33,"QPAC BB",36070,0
"1733",0.4,"uniform",33,"QPAC",105270,0
"1734",0.4,"uniform",33,"Doubled Max-Q",534400,0
"1735",0.4,"uniform",34,"LUCB BB",17201,0
"1736",0.4,"uniform",34,"LUCB DKW",68362,0
"1737",0.4,"uniform",34,"LUCB Stitched",19099,0
"1738",0.4,"uniform",34,"QPAC BB",36850,0
"1739",0.4,"uniform",34,"QPAC",97170,0
"1740",0.4,"uniform",34,"Doubled Max-Q",534400,0
"1741",0.4,"uniform",35,"LUCB Stitched",18933,0
"1742",0.4,"uniform",35,"LUCB BB",19056,0
"1743",0.4,"uniform",35,"LUCB DKW",58099,0
"1744",0.4,"uniform",35,"QPAC BB",25500,0
"1745",0.4,"uniform",35,"QPAC",97690,0
"1746",0.4,"uniform",35,"Doubled Max-Q",534400,0
"1747",0.4,"uniform",36,"LUCB BB",15529,0
"1748",0.4,"uniform",36,"LUCB DKW",74411,0
"1749",0.4,"uniform",36,"LUCB Stitched",30749,0
"1750",0.4,"uniform",36,"QPAC BB",30980,0
"1751",0.4,"uniform",36,"QPAC",119210,0
"1752",0.4,"uniform",36,"Doubled Max-Q",534400,0
"1753",0.4,"uniform",37,"LUCB BB",18185,0
"1754",0.4,"uniform",37,"LUCB DKW",75710,0
"1755",0.4,"uniform",37,"LUCB Stitched",18869,0
"1756",0.4,"uniform",37,"QPAC BB",55160,0
"1757",0.4,"uniform",37,"QPAC",135860,0
"1758",0.4,"uniform",37,"Doubled Max-Q",534400,0
"1759",0.4,"uniform",38,"LUCB BB",19176,0
"1760",0.4,"uniform",38,"LUCB DKW",76852,0
"1761",0.4,"uniform",38,"LUCB Stitched",25226,0
"1762",0.4,"uniform",38,"QPAC BB",31850,0
"1763",0.4,"uniform",38,"QPAC",84920,0
"1764",0.4,"uniform",38,"Doubled Max-Q",523712,0
"1765",0.4,"uniform",39,"LUCB BB",24809,0
"1766",0.4,"uniform",39,"LUCB DKW",81846,0
"1767",0.4,"uniform",39,"LUCB Stitched",28611,0
"1768",0.4,"uniform",39,"QPAC BB",32180,0
"1769",0.4,"uniform",39,"QPAC",112920,0
"1770",0.4,"uniform",39,"Doubled Max-Q",534400,0
"1771",0.4,"uniform",40,"LUCB BB",13823,0
"1772",0.4,"uniform",40,"LUCB DKW",57802,0
"1773",0.4,"uniform",40,"LUCB Stitched",21900,0
"1774",0.4,"uniform",40,"QPAC",90730,0
"1775",0.4,"uniform",40,"QPAC BB",20700,0
"1776",0.4,"uniform",40,"Doubled Max-Q",534400,0
"1777",0.4,"uniform",41,"LUCB BB",17329,0
"1778",0.4,"uniform",41,"LUCB DKW",65779,0
"1779",0.4,"uniform",41,"LUCB Stitched",19951,0
"1780",0.4,"uniform",41,"QPAC BB",27990,0
"1781",0.4,"uniform",41,"QPAC",106040,0
"1782",0.4,"uniform",41,"Doubled Max-Q",534400,0
"1783",0.4,"uniform",42,"LUCB BB",15626,0
"1784",0.4,"uniform",42,"LUCB DKW",74985,0
"1785",0.4,"uniform",42,"LUCB Stitched",27156,0
"1786",0.4,"uniform",42,"QPAC BB",28040,0
"1787",0.4,"uniform",42,"QPAC",110580,0
"1788",0.4,"uniform",42,"Doubled Max-Q",534400,0
"1789",0.4,"uniform",43,"LUCB BB",10561,0
"1790",0.4,"uniform",43,"LUCB DKW",59857,0
"1791",0.4,"uniform",43,"LUCB Stitched",14271,0
"1792",0.4,"uniform",43,"QPAC BB",34800,0
"1793",0.4,"uniform",43,"QPAC",97950,0
"1794",0.4,"uniform",43,"Doubled Max-Q",534400,0
"1795",0.4,"uniform",44,"LUCB BB",18401,0
"1796",0.4,"uniform",44,"LUCB DKW",62631,0
"1797",0.4,"uniform",44,"LUCB Stitched",20691,0
"1798",0.4,"uniform",44,"QPAC BB",27940,0
"1799",0.4,"uniform",44,"QPAC",80310,0
"1800",0.4,"uniform",44,"Doubled Max-Q",534400,0
"1801",0.4,"uniform",45,"LUCB BB",12609,0
"1802",0.4,"uniform",45,"LUCB DKW",85756,0
"1803",0.4,"uniform",45,"LUCB Stitched",18579,0
"1804",0.4,"uniform",45,"QPAC BB",32400,0
"1805",0.4,"uniform",45,"QPAC",115340,0
"1806",0.4,"uniform",45,"Doubled Max-Q",534400,0
"1807",0.4,"uniform",46,"LUCB BB",15653,0
"1808",0.4,"uniform",46,"LUCB DKW",82863,0
"1809",0.4,"uniform",46,"LUCB Stitched",28792,0
"1810",0.4,"uniform",46,"QPAC BB",49110,0
"1811",0.4,"uniform",46,"QPAC",139980,0
"1812",0.4,"uniform",46,"Doubled Max-Q",534400,0
"1813",0.4,"uniform",47,"LUCB BB",17597,0
"1814",0.4,"uniform",47,"LUCB DKW",69111,0
"1815",0.4,"uniform",47,"LUCB Stitched",21383,0
"1816",0.4,"uniform",47,"QPAC BB",21540,0
"1817",0.4,"uniform",47,"QPAC",81390,0
"1818",0.4,"uniform",47,"Doubled Max-Q",534400,0
"1819",0.4,"uniform",48,"LUCB BB",16161,0
"1820",0.4,"uniform",48,"LUCB DKW",66749,0
"1821",0.4,"uniform",48,"LUCB Stitched",24364,0
"1822",0.4,"uniform",48,"QPAC BB",27220,0
"1823",0.4,"uniform",48,"QPAC",91060,0
"1824",0.4,"uniform",48,"Doubled Max-Q",534400,0
"1825",0.4,"uniform",49,"LUCB BB",18410,0
"1826",0.4,"uniform",49,"LUCB DKW",69181,0
"1827",0.4,"uniform",49,"LUCB Stitched",21091,0
"1828",0.4,"uniform",49,"QPAC BB",28080,0
"1829",0.4,"uniform",49,"QPAC",106060,0
"1830",0.4,"uniform",49,"Doubled Max-Q",534400,0
"1831",0.4,"uniform",50,"LUCB BB",17989,0
"1832",0.4,"uniform",50,"LUCB DKW",57860,0
"1833",0.4,"uniform",50,"LUCB Stitched",26821,0
"1834",0.4,"uniform",50,"QPAC",97790,0
"1835",0.4,"uniform",50,"QPAC BB",25800,0
"1836",0.4,"uniform",50,"Doubled Max-Q",534400,0
"1837",0.4,"uniform",51,"LUCB BB",17933,0
"1838",0.4,"uniform",51,"LUCB DKW",78910,0
"1839",0.4,"uniform",51,"LUCB Stitched",23468,0
"1840",0.4,"uniform",51,"QPAC BB",24520,0
"1841",0.4,"uniform",51,"QPAC",91300,0
"1842",0.4,"uniform",51,"Doubled Max-Q",534400,0
"1843",0.4,"uniform",52,"LUCB BB",18236,0
"1844",0.4,"uniform",52,"LUCB DKW",63453,0
"1845",0.4,"uniform",52,"LUCB Stitched",20369,0
"1846",0.4,"uniform",52,"QPAC BB",48360,0
"1847",0.4,"uniform",52,"QPAC",142260,0
"1848",0.4,"uniform",52,"Doubled Max-Q",534400,0
"1849",0.4,"uniform",53,"LUCB BB",14507,0
"1850",0.4,"uniform",53,"LUCB DKW",61517,0
"1851",0.4,"uniform",53,"LUCB Stitched",17339,0
"1852",0.4,"uniform",53,"QPAC BB",33870,0
"1853",0.4,"uniform",53,"QPAC",129600,0
"1854",0.4,"uniform",53,"Doubled Max-Q",534400,0
"1855",0.4,"uniform",54,"LUCB BB",20734,0
"1856",0.4,"uniform",54,"LUCB DKW",63481,0
"1857",0.4,"uniform",54,"LUCB Stitched",23409,0
"1858",0.4,"uniform",54,"QPAC BB",31890,0
"1859",0.4,"uniform",54,"QPAC",105710,0
"1860",0.4,"uniform",54,"Doubled Max-Q",534400,0
"1861",0.4,"uniform",55,"LUCB BB",17040,0
"1862",0.4,"uniform",55,"LUCB DKW",74928,0
"1863",0.4,"uniform",55,"LUCB Stitched",24890,0
"1864",0.4,"uniform",55,"QPAC BB",32110,0
"1865",0.4,"uniform",55,"QPAC",105530,0
"1866",0.4,"uniform",55,"Doubled Max-Q",534400,0
"1867",0.4,"uniform",56,"LUCB BB",15023,0
"1868",0.4,"uniform",56,"LUCB DKW",71177,0
"1869",0.4,"uniform",56,"LUCB Stitched",22075,0
"1870",0.4,"uniform",56,"QPAC BB",34140,0
"1871",0.4,"uniform",56,"QPAC",133140,0
"1872",0.4,"uniform",56,"Doubled Max-Q",534400,0
"1873",0.4,"uniform",57,"LUCB Stitched",22741,0
"1874",0.4,"uniform",57,"LUCB BB",23040,0
"1875",0.4,"uniform",57,"LUCB DKW",71425,0
"1876",0.4,"uniform",57,"QPAC BB",29490,0
"1877",0.4,"uniform",57,"QPAC",136190,0
"1878",0.4,"uniform",57,"Doubled Max-Q",534400,0
"1879",0.4,"uniform",58,"LUCB Stitched",20831,0
"1880",0.4,"uniform",58,"LUCB BB",22113,0
"1881",0.4,"uniform",58,"LUCB DKW",64257,0
"1882",0.4,"uniform",58,"QPAC BB",27740,0
"1883",0.4,"uniform",58,"QPAC",93400,0
"1884",0.4,"uniform",58,"Doubled Max-Q",534400,0
"1885",0.4,"uniform",59,"LUCB BB",11176,0
"1886",0.4,"uniform",59,"LUCB DKW",65949,0
"1887",0.4,"uniform",59,"LUCB Stitched",23769,0
"1888",0.4,"uniform",59,"QPAC BB",35090,0
"1889",0.4,"uniform",59,"QPAC",129630,0
"1890",0.4,"uniform",59,"Doubled Max-Q",534400,0
"1891",0.4,"uniform",60,"LUCB BB",13805,0
"1892",0.4,"uniform",60,"LUCB DKW",79469,0
"1893",0.4,"uniform",60,"LUCB Stitched",24697,0
"1894",0.4,"uniform",60,"QPAC BB",47510,0
"1895",0.4,"uniform",60,"QPAC",113190,0
"1896",0.4,"uniform",60,"Doubled Max-Q",534400,0
"1897",0.4,"uniform",61,"LUCB BB",19801,0
"1898",0.4,"uniform",61,"LUCB DKW",77941,0
"1899",0.4,"uniform",61,"LUCB Stitched",26204,0
"1900",0.4,"uniform",61,"QPAC BB",37790,0
"1901",0.4,"uniform",61,"QPAC",172860,0
"1902",0.4,"uniform",61,"Doubled Max-Q",534400,0
"1903",0.4,"uniform",62,"LUCB BB",17851,0
"1904",0.4,"uniform",62,"LUCB DKW",66601,0
"1905",0.4,"uniform",62,"LUCB Stitched",18043,0
"1906",0.4,"uniform",62,"QPAC BB",34870,0
"1907",0.4,"uniform",62,"QPAC",111370,0
"1908",0.4,"uniform",62,"Doubled Max-Q",534400,0
"1909",0.4,"uniform",63,"LUCB BB",16769,0
"1910",0.4,"uniform",63,"LUCB DKW",65802,0
"1911",0.4,"uniform",63,"LUCB Stitched",23628,0
"1912",0.4,"uniform",63,"QPAC BB",49150,0
"1913",0.4,"uniform",63,"QPAC",131200,0
"1914",0.4,"uniform",63,"Doubled Max-Q",534400,0
"1915",0.4,"uniform",64,"LUCB BB",13023,0
"1916",0.4,"uniform",64,"LUCB DKW",65628,0
"1917",0.4,"uniform",64,"LUCB Stitched",22321,0
"1918",0.4,"uniform",64,"QPAC",113430,0
"1919",0.4,"uniform",64,"QPAC BB",22210,0
"1920",0.4,"uniform",64,"Doubled Max-Q",555776,0
"1921",0.5,"uniform",1,"LUCB BB",13243,0
"1922",0.5,"uniform",1,"LUCB DKW",65550,0
"1923",0.5,"uniform",1,"LUCB Stitched",19163,0
"1924",0.5,"uniform",1,"QPAC BB",27810,0
"1925",0.5,"uniform",1,"QPAC",90920,0
"1926",0.5,"uniform",1,"Doubled Max-Q",601600,0
"1927",0.5,"uniform",2,"LUCB BB",16909,0
"1928",0.5,"uniform",2,"LUCB DKW",67287,0
"1929",0.5,"uniform",2,"LUCB Stitched",22418,0
"1930",0.5,"uniform",2,"QPAC BB",36680,0
"1931",0.5,"uniform",2,"QPAC",143800,0
"1932",0.5,"uniform",2,"Doubled Max-Q",588800,0
"1933",0.5,"uniform",3,"LUCB BB",14241,0
"1934",0.5,"uniform",3,"LUCB DKW",62103,0
"1935",0.5,"uniform",3,"LUCB Stitched",19881,0
"1936",0.5,"uniform",3,"QPAC BB",44800,0
"1937",0.5,"uniform",3,"QPAC",118580,0
"1938",0.5,"uniform",3,"Doubled Max-Q",614400,0
"1939",0.5,"uniform",4,"LUCB BB",18220,0
