"","quantile_p","arm_type","replication","strategy","num_rounds","chosen_arm"
"43",0.05,"uniform",22,"ABTest",1502,0
"44",0.05,"uniform",22,"LUCB BB",1971,0
"45",0.05,"uniform",23,"ABTest",2908,0
"46",0.05,"uniform",23,"LUCB BB",3493,0
"47",0.05,"uniform",24,"ABTest",950,0
"48",0.05,"uniform",24,"LUCB BB",1258,0
"49",0.05,"uniform",25,"ABTest",1230,0
"50",0.05,"uniform",25,"LUCB BB",1450,0
"51",0.05,"uniform",26,"ABTest",552,0
"52",0.05,"uniform",26,"LUCB BB",693,0
"53",0.05,"uniform",27,"ABTest",1029,0
"54",0.05,"uniform",27,"LUCB BB",1142,0
"55",0.05,"uniform",28,"ABTest",2552,0
"56",0.05,"uniform",28,"LUCB BB",3349,0
"57",0.05,"uniform",29,"ABTest",1202,0
"58",0.05,"uniform",29,"LUCB BB",1324,0
"59",0.05,"uniform",30,"ABTest",1558,0
"60",0.05,"uniform",30,"LUCB BB",1792,0
"61",0.05,"uniform",31,"ABTest",590,0
"62",0.05,"uniform",31,"LUCB BB",919,0
"63",0.05,"uniform",32,"ABTest",1504,0
"64",0.05,"uniform",32,"LUCB BB",1767,0
"65",0.05,"uniform",33,"ABTest",722,0
"66",0.05,"uniform",33,"LUCB BB",1083,0
"67",0.05,"uniform",34,"ABTest",556,0
"68",0.05,"uniform",34,"LUCB BB",1098,0
"69",0.05,"uniform",35,"ABTest",943,0
"70",0.05,"uniform",35,"LUCB BB",1208,0
"71",0.05,"uniform",36,"ABTest",1620,0
"72",0.05,"uniform",36,"LUCB BB",1702,0
"73",0.05,"uniform",37,"ABTest",852,0
"74",0.05,"uniform",37,"LUCB BB",964,0
"75",0.05,"uniform",38,"ABTest",1088,0
"76",0.05,"uniform",38,"LUCB BB",2173,0
"77",0.05,"uniform",39,"LUCB BB",760,0
"78",0.05,"uniform",39,"ABTest",780,0
"79",0.05,"uniform",40,"ABTest",384,0
"80",0.05,"uniform",40,"LUCB BB",844,0
"81",0.05,"uniform",41,"ABTest",1278,0
"82",0.05,"uniform",41,"LUCB BB",1384,0
"83",0.05,"uniform",42,"ABTest",1140,0
"84",0.05,"uniform",42,"LUCB BB",1524,0
"85",0.05,"uniform",43,"ABTest",922,0
"86",0.05,"uniform",43,"LUCB BB",2016,0
"87",0.05,"uniform",44,"ABTest",2048,0
"88",0.05,"uniform",44,"LUCB BB",2420,0
"89",0.05,"uniform",45,"ABTest",1618,0
"90",0.05,"uniform",45,"LUCB BB",1722,0
"91",0.05,"uniform",46,"ABTest",980,0
"92",0.05,"uniform",46,"LUCB BB",1066,0
"93",0.05,"uniform",47,"ABTest",624,0
"94",0.05,"uniform",47,"LUCB BB",1586,0
"95",0.05,"uniform",48,"ABTest",1434,0
"96",0.05,"uniform",48,"LUCB BB",1888,0
"97",0.05,"uniform",49,"ABTest",1204,0
"98",0.05,"uniform",49,"LUCB BB",1462,0
"99",0.05,"uniform",50,"ABTest",1124,0
"100",0.05,"uniform",50,"LUCB BB",1558,0
"101",0.05,"uniform",51,"ABTest",1122,0
"102",0.05,"uniform",51,"LUCB BB",1270,0
"103",0.05,"uniform",52,"ABTest",458,0
"104",0.05,"uniform",52,"LUCB BB",944,0
"105",0.05,"uniform",53,"ABTest",418,0
"106",0.05,"uniform",53,"LUCB BB",796,0
"107",0.05,"uniform",54,"ABTest",1366,0
"108",0.05,"uniform",54,"LUCB BB",1561,0
"109",0.05,"uniform",55,"ABTest",456,0
"110",0.05,"uniform",55,"LUCB BB",826,0
"111",0.05,"uniform",56,"ABTest",1634,0
"112",0.05,"uniform",56,"LUCB BB",1750,0
"113",0.05,"uniform",57,"ABTest",456,0
"114",0.05,"uniform",57,"LUCB BB",635,0
"115",0.05,"uniform",58,"ABTest",928,0
"116",0.05,"uniform",58,"LUCB BB",1819,0
"117",0.05,"uniform",59,"ABTest",1180,0
"118",0.05,"uniform",59,"LUCB BB",1306,0
"119",0.05,"uniform",60,"ABTest",1476,0
"120",0.05,"uniform",60,"LUCB BB",1820,0
"121",0.05,"uniform",61,"ABTest",2172,0
"122",0.05,"uniform",61,"LUCB BB",2456,0
"123",0.05,"uniform",62,"ABTest",1112,0
"124",0.05,"uniform",62,"LUCB BB",1132,0
"125",0.05,"uniform",63,"ABTest",1206,0
"126",0.05,"uniform",63,"LUCB BB",1284,0
"127",0.05,"uniform",64,"ABTest",418,0
"128",0.05,"uniform",64,"LUCB BB",455,0
"129",0.05,"uniform",65,"ABTest",958,0
"130",0.05,"uniform",65,"LUCB BB",1029,0
"131",0.05,"uniform",66,"ABTest",551,0
"132",0.05,"uniform",66,"LUCB BB",1518,0
"133",0.05,"uniform",67,"ABTest",1462,0
"134",0.05,"uniform",67,"LUCB BB",1665,0
"135",0.05,"uniform",68,"ABTest",492,0
"136",0.05,"uniform",68,"LUCB BB",630,0
"137",0.05,"uniform",69,"ABTest",580,0
"138",0.05,"uniform",69,"LUCB BB",926,0
"139",0.05,"uniform",70,"LUCB BB",1869,0
"140",0.05,"uniform",70,"ABTest",1882,0
"141",0.05,"uniform",71,"ABTest",1646,0
"142",0.05,"uniform",71,"LUCB BB",1824,0
"143",0.05,"uniform",72,"ABTest",1042,0
"144",0.05,"uniform",72,"LUCB BB",1136,0
"145",0.05,"uniform",73,"ABTest",696,0
"146",0.05,"uniform",73,"LUCB BB",1016,0
"147",0.05,"uniform",74,"ABTest",501,0
"148",0.05,"uniform",74,"LUCB BB",635,0
"149",0.05,"uniform",75,"ABTest",1528,0
"150",0.05,"uniform",75,"LUCB BB",1870,0
"151",0.05,"uniform",76,"ABTest",600,0
"152",0.05,"uniform",76,"LUCB BB",635,0
"153",0.05,"uniform",77,"ABTest",646,0
"154",0.05,"uniform",77,"LUCB BB",814,0
"155",0.05,"uniform",78,"ABTest",838,0
"156",0.05,"uniform",78,"LUCB BB",1083,0
"157",0.05,"uniform",79,"ABTest",1482,0
"158",0.05,"uniform",79,"LUCB BB",1840,0
"159",0.05,"uniform",80,"ABTest",693,0
"160",0.05,"uniform",80,"LUCB BB",1083,0
"161",0.05,"uniform",81,"ABTest",750,0
"162",0.05,"uniform",81,"LUCB BB",1974,0
"163",0.05,"uniform",82,"ABTest",1130,0
"164",0.05,"uniform",82,"LUCB BB",1198,0
"165",0.05,"uniform",83,"ABTest",1182,0
"166",0.05,"uniform",83,"LUCB BB",1218,0
"167",0.05,"uniform",84,"ABTest",1394,0
"168",0.05,"uniform",84,"LUCB BB",1466,0
"169",0.05,"uniform",85,"ABTest",1364,0
"170",0.05,"uniform",85,"LUCB BB",1364,0
"171",0.05,"uniform",86,"ABTest",965,0
"172",0.05,"uniform",86,"LUCB BB",1324,0
"173",0.05,"uniform",87,"ABTest",1650,0
"174",0.05,"uniform",87,"LUCB BB",2014,0
"175",0.05,"uniform",88,"ABTest",1572,0
"176",0.05,"uniform",88,"LUCB BB",1767,0
"177",0.05,"uniform",89,"ABTest",676,0
"178",0.05,"uniform",89,"LUCB BB",1036,0
"179",0.05,"uniform",90,"ABTest",742,0
"180",0.05,"uniform",90,"LUCB BB",863,0
"181",0.05,"uniform",91,"ABTest",992,0
"182",0.05,"uniform",91,"LUCB BB",1160,0
"183",0.05,"uniform",92,"ABTest",738,0
"184",0.05,"uniform",92,"LUCB BB",1564,0
"185",0.05,"uniform",93,"ABTest",578,0
"186",0.05,"uniform",93,"LUCB BB",1561,0
"187",0.05,"uniform",94,"ABTest",824,0
"188",0.05,"uniform",94,"LUCB BB",826,0
"189",0.05,"uniform",95,"ABTest",1522,0
"190",0.05,"uniform",95,"LUCB BB",1626,0
"191",0.05,"uniform",96,"ABTest",1352,0
"192",0.05,"uniform",96,"LUCB BB",1426,0
"193",0.05,"uniform",97,"ABTest",2246,0
"194",0.05,"uniform",97,"LUCB BB",2772,0
"195",0.05,"uniform",98,"ABTest",1198,0
"196",0.05,"uniform",98,"LUCB BB",1614,0
"197",0.05,"uniform",99,"ABTest",854,0
"198",0.05,"uniform",99,"LUCB BB",1434,0
"199",0.05,"uniform",100,"ABTest",353,0
"200",0.05,"uniform",100,"LUCB BB",455,0
"201",0.05,"uniform",101,"ABTest",618,0
"202",0.05,"uniform",101,"LUCB BB",702,0
"203",0.05,"uniform",102,"ABTest",1464,0
"204",0.05,"uniform",102,"LUCB BB",1900,0
"205",0.05,"uniform",103,"ABTest",570,0
"206",0.05,"uniform",103,"LUCB BB",693,0
"207",0.05,"uniform",104,"ABTest",1054,0
"208",0.05,"uniform",104,"LUCB BB",1102,0
"209",0.05,"uniform",105,"ABTest",944,0
"210",0.05,"uniform",105,"LUCB BB",944,0
"211",0.05,"uniform",106,"ABTest",614,0
"212",0.05,"uniform",106,"LUCB BB",634,0
"213",0.05,"uniform",107,"ABTest",852,0
"214",0.05,"uniform",107,"LUCB BB",975,0
"215",0.05,"uniform",108,"ABTest",888,0
"216",0.05,"uniform",108,"LUCB BB",1164,0
"217",0.05,"uniform",109,"ABTest",1418,0
"218",0.05,"uniform",109,"LUCB BB",1466,0
"219",0.05,"uniform",110,"ABTest",1350,0
"220",0.05,"uniform",110,"LUCB BB",1660,0
"221",0.05,"uniform",111,"ABTest",1325,0
"222",0.05,"uniform",111,"LUCB BB",1520,0
"223",0.05,"uniform",112,"ABTest",2474,0
"224",0.05,"uniform",112,"LUCB BB",2863,0
"225",0.05,"uniform",113,"ABTest",1610,0
"226",0.05,"uniform",113,"LUCB BB",1974,0
"227",0.05,"uniform",114,"ABTest",674,0
"228",0.05,"uniform",114,"LUCB BB",954,0
"229",0.05,"uniform",115,"ABTest",830,0
"230",0.05,"uniform",115,"LUCB BB",1300,0
"231",0.05,"uniform",116,"ABTest",1390,0
"232",0.05,"uniform",116,"LUCB BB",1819,0
"233",0.05,"uniform",117,"ABTest",791,0
"234",0.05,"uniform",117,"LUCB BB",1096,0
"235",0.05,"uniform",118,"ABTest",1470,0
"236",0.05,"uniform",118,"LUCB BB",1884,0
"237",0.05,"uniform",119,"ABTest",1466,0
"238",0.05,"uniform",119,"LUCB BB",2071,0
"239",0.05,"uniform",120,"ABTest",1086,0
"240",0.05,"uniform",120,"LUCB BB",1270,0
"241",0.05,"uniform",121,"ABTest",1554,0
"242",0.05,"uniform",121,"LUCB BB",2688,0
"243",0.05,"uniform",122,"ABTest",382,0
"244",0.05,"uniform",122,"LUCB BB",577,0
"245",0.05,"uniform",123,"ABTest",1346,0
"246",0.05,"uniform",123,"LUCB BB",1352,0
"247",0.05,"uniform",124,"ABTest",2603,0
"248",0.05,"uniform",124,"LUCB BB",2786,0
"249",0.05,"uniform",125,"LUCB BB",948,0
"250",0.05,"uniform",125,"ABTest",952,0
"251",0.05,"uniform",126,"ABTest",442,0
"252",0.05,"uniform",126,"LUCB BB",528,0
"253",0.05,"uniform",127,"ABTest",414,0
"254",0.05,"uniform",127,"LUCB BB",693,0
"255",0.05,"uniform",128,"ABTest",954,0
"256",0.05,"uniform",128,"LUCB BB",1083,0
"257",0.05,"uniform",129,"ABTest",364,0
"258",0.05,"uniform",129,"LUCB BB",394,0
"259",0.05,"uniform",130,"ABTest",532,0
"260",0.05,"uniform",130,"LUCB BB",1528,0
"261",0.05,"uniform",131,"ABTest",1368,0
"262",0.05,"uniform",131,"LUCB BB",1774,0
"263",0.05,"uniform",132,"ABTest",901,0
"264",0.05,"uniform",132,"LUCB BB",1164,0
"265",0.05,"uniform",133,"ABTest",1126,0
"266",0.05,"uniform",133,"LUCB BB",1548,0
"267",0.05,"uniform",134,"ABTest",822,0
"268",0.05,"uniform",134,"LUCB BB",998,0
"269",0.05,"uniform",135,"ABTest",1052,0
"270",0.05,"uniform",135,"LUCB BB",1062,0
"271",0.05,"uniform",136,"ABTest",1026,0
"272",0.05,"uniform",136,"LUCB BB",1170,0
"273",0.05,"uniform",137,"ABTest",1190,0
"274",0.05,"uniform",137,"LUCB BB",1576,0
"275",0.05,"uniform",138,"ABTest",876,0
"276",0.05,"uniform",138,"LUCB BB",1354,0
"277",0.05,"uniform",139,"ABTest",464,0
"278",0.05,"uniform",139,"LUCB BB",635,0
"279",0.05,"uniform",140,"ABTest",1104,0
"280",0.05,"uniform",140,"LUCB BB",1394,0
"281",0.05,"uniform",141,"ABTest",686,0
"282",0.05,"uniform",141,"LUCB BB",708,0
"283",0.05,"uniform",142,"ABTest",869,0
"284",0.05,"uniform",142,"LUCB BB",1542,0
"285",0.05,"uniform",143,"ABTest",980,0
"286",0.05,"uniform",143,"LUCB BB",1010,0
"287",0.05,"uniform",144,"ABTest",1442,0
"288",0.05,"uniform",144,"LUCB BB",1767,0
"289",0.05,"uniform",145,"ABTest",1028,0
"290",0.05,"uniform",145,"LUCB BB",1869,0
"291",0.05,"uniform",146,"ABTest",445,0
"292",0.05,"uniform",146,"LUCB BB",1704,0
"293",0.05,"uniform",147,"ABTest",1120,0
"294",0.05,"uniform",147,"LUCB BB",1208,0
"295",0.05,"uniform",148,"ABTest",720,0
"296",0.05,"uniform",148,"LUCB BB",807,0
"297",0.05,"uniform",149,"ABTest",1192,0
"298",0.05,"uniform",149,"LUCB BB",1352,0
"299",0.05,"uniform",150,"ABTest",1128,0
"300",0.05,"uniform",150,"LUCB BB",1888,0
"301",0.05,"uniform",151,"ABTest",472,0
"302",0.05,"uniform",151,"LUCB BB",807,0
"303",0.05,"uniform",152,"ABTest",1390,0
"304",0.05,"uniform",152,"LUCB BB",1654,0
"305",0.05,"uniform",153,"ABTest",690,0
"306",0.05,"uniform",153,"LUCB BB",936,0
"307",0.05,"uniform",154,"ABTest",2122,0
"308",0.05,"uniform",154,"LUCB BB",2521,0
"309",0.05,"uniform",155,"ABTest",1162,0
"310",0.05,"uniform",155,"LUCB BB",1245,0
"311",0.05,"uniform",156,"ABTest",786,0
"312",0.05,"uniform",156,"LUCB BB",984,0
"313",0.05,"uniform",157,"ABTest",1206,0
"314",0.05,"uniform",157,"LUCB BB",1306,0
"315",0.05,"uniform",158,"ABTest",1072,0
"316",0.05,"uniform",158,"LUCB BB",1428,0
"317",0.05,"uniform",159,"ABTest",353,0
"318",0.05,"uniform",159,"LUCB BB",694,0
"319",0.05,"uniform",160,"ABTest",2206,0
"320",0.05,"uniform",160,"LUCB BB",2220,0
"321",0.05,"uniform",161,"ABTest",768,0
"322",0.05,"uniform",161,"LUCB BB",800,0
"323",0.05,"uniform",162,"ABTest",445,0
"324",0.05,"uniform",162,"LUCB BB",455,0
"325",0.05,"uniform",163,"ABTest",686,0
"326",0.05,"uniform",163,"LUCB BB",1338,0
"327",0.05,"uniform",164,"ABTest",1960,0
"328",0.05,"uniform",164,"LUCB BB",2096,0
"329",0.05,"uniform",165,"ABTest",772,0
"330",0.05,"uniform",165,"LUCB BB",1186,0
"331",0.05,"uniform",166,"ABTest",1428,0
"332",0.05,"uniform",166,"LUCB BB",2050,0
"333",0.05,"uniform",167,"ABTest",1658,0
"334",0.05,"uniform",167,"LUCB BB",1876,0
"335",0.05,"uniform",168,"ABTest",1312,0
"336",0.05,"uniform",168,"LUCB BB",1561,0
"337",0.05,"uniform",169,"ABTest",353,0
"338",0.05,"uniform",169,"LUCB BB",762,0
"339",0.05,"uniform",170,"ABTest",460,0
"340",0.05,"uniform",170,"LUCB BB",1613,0
"341",0.05,"uniform",171,"ABTest",1458,0
"342",0.05,"uniform",171,"LUCB BB",1561,0
"343",0.05,"uniform",172,"ABTest",2355,0
"344",0.05,"uniform",172,"LUCB BB",2552,0
"345",0.05,"uniform",173,"ABTest",1200,0
"346",0.05,"uniform",173,"LUCB BB",2072,0
"347",0.05,"uniform",174,"ABTest",1026,0
"348",0.05,"uniform",174,"LUCB BB",1200,0
"349",0.05,"uniform",175,"ABTest",353,0
"350",0.05,"uniform",175,"LUCB BB",517,0
"351",0.05,"uniform",176,"ABTest",471,0
"352",0.05,"uniform",176,"LUCB BB",752,0
"353",0.05,"uniform",177,"ABTest",958,0
"354",0.05,"uniform",177,"LUCB BB",1034,0
"355",0.05,"uniform",178,"ABTest",1028,0
"356",0.05,"uniform",178,"LUCB BB",1191,0
"357",0.05,"uniform",179,"ABTest",1166,0
"358",0.05,"uniform",179,"LUCB BB",1364,0
"359",0.05,"uniform",180,"ABTest",1130,0
"360",0.05,"uniform",180,"LUCB BB",1142,0
"361",0.05,"uniform",181,"ABTest",1396,0
"362",0.05,"uniform",181,"LUCB BB",1562,0
"363",0.05,"uniform",182,"ABTest",618,0
"364",0.05,"uniform",182,"LUCB BB",1137,0
"365",0.05,"uniform",183,"ABTest",1615,0
"366",0.05,"uniform",183,"LUCB BB",1724,0
"367",0.05,"uniform",184,"ABTest",978,0
"368",0.05,"uniform",184,"LUCB BB",1834,0
"369",0.05,"uniform",185,"ABTest",555,0
"370",0.05,"uniform",185,"LUCB BB",635,0
"371",0.05,"uniform",186,"ABTest",1130,0
"372",0.05,"uniform",186,"LUCB BB",1356,0
"373",0.05,"uniform",187,"ABTest",408,0
"374",0.05,"uniform",187,"LUCB BB",1302,0
"375",0.05,"uniform",188,"ABTest",1156,0
"376",0.05,"uniform",188,"LUCB BB",1324,0
"377",0.05,"uniform",189,"ABTest",892,0
"378",0.05,"uniform",189,"LUCB BB",1245,0
"379",0.05,"uniform",190,"ABTest",772,0
"380",0.05,"uniform",190,"LUCB BB",2172,0
"381",0.05,"uniform",191,"ABTest",984,0
"382",0.05,"uniform",191,"LUCB BB",1008,0
"383",0.05,"uniform",192,"ABTest",1138,0
"384",0.05,"uniform",192,"LUCB BB",1245,0
"385",0.05,"uniform",193,"ABTest",768,0
"386",0.05,"uniform",193,"LUCB BB",1270,0
"387",0.05,"uniform",194,"ABTest",728,0
"388",0.05,"uniform",194,"LUCB BB",728,0
"389",0.05,"uniform",195,"ABTest",867,0
"390",0.05,"uniform",195,"LUCB BB",1083,0
"391",0.05,"uniform",196,"ABTest",850,0
"392",0.05,"uniform",196,"LUCB BB",854,0
"393",0.05,"uniform",197,"ABTest",756,0
"394",0.05,"uniform",197,"LUCB BB",1564,0
"395",0.05,"uniform",198,"ABTest",501,0
"396",0.05,"uniform",198,"LUCB BB",577,0
"397",0.05,"uniform",199,"ABTest",658,0
"398",0.05,"uniform",199,"LUCB BB",1412,0
"399",0.05,"uniform",200,"ABTest",1944,0
"400",0.05,"uniform",200,"LUCB BB",2134,0
"401",0.05,"uniform",201,"ABTest",756,0
"402",0.05,"uniform",201,"LUCB BB",919,0
"403",0.05,"uniform",202,"ABTest",582,0
"404",0.05,"uniform",202,"LUCB BB",635,0
"405",0.05,"uniform",203,"ABTest",445,0
"406",0.05,"uniform",203,"LUCB BB",1196,0
"407",0.05,"uniform",204,"ABTest",628,0
"408",0.05,"uniform",204,"LUCB BB",732,0
"409",0.05,"uniform",205,"ABTest",752,0
"410",0.05,"uniform",205,"LUCB BB",1736,0
"411",0.05,"uniform",206,"ABTest",870,0
"412",0.05,"uniform",206,"LUCB BB",1191,0
"413",0.05,"uniform",207,"ABTest",828,0
"414",0.05,"uniform",207,"LUCB BB",932,0
"415",0.05,"uniform",208,"ABTest",1614,0
"416",0.05,"uniform",208,"LUCB BB",2052,0
"417",0.05,"uniform",209,"ABTest",984,0
"418",0.05,"uniform",209,"LUCB BB",1140,0
"419",0.05,"uniform",210,"ABTest",1586,0
"420",0.05,"uniform",210,"LUCB BB",1778,0
"421",0.05,"uniform",211,"ABTest",664,0
"422",0.05,"uniform",211,"LUCB BB",693,0
"423",0.05,"uniform",212,"ABTest",1564,0
"424",0.05,"uniform",212,"LUCB BB",2022,0
"425",0.05,"uniform",213,"ABTest",802,0
"426",0.05,"uniform",213,"LUCB BB",919,0
"427",0.05,"uniform",214,"ABTest",1420,0
"428",0.05,"uniform",214,"LUCB BB",2022,0
"429",0.05,"uniform",215,"ABTest",524,0
"430",0.05,"uniform",215,"LUCB BB",693,0
"431",0.05,"uniform",216,"ABTest",940,0
"432",0.05,"uniform",216,"LUCB BB",1405,0
"433",0.05,"uniform",217,"ABTest",1228,0
"434",0.05,"uniform",217,"LUCB BB",1368,0
"435",0.05,"uniform",218,"ABTest",488,0
"436",0.05,"uniform",218,"LUCB BB",708,0
"437",0.05,"uniform",219,"ABTest",832,0
"438",0.05,"uniform",219,"LUCB BB",1083,0
"439",0.05,"uniform",220,"ABTest",618,0
"440",0.05,"uniform",220,"LUCB BB",863,0
"441",0.05,"uniform",221,"ABTest",694,0
"442",0.05,"uniform",221,"LUCB BB",1638,0
"443",0.05,"uniform",222,"ABTest",1292,0
"444",0.05,"uniform",222,"LUCB BB",1778,0
"445",0.05,"uniform",223,"ABTest",700,0
"446",0.05,"uniform",223,"LUCB BB",1029,0
"447",0.05,"uniform",224,"ABTest",892,0
"448",0.05,"uniform",224,"LUCB BB",919,0
"449",0.05,"uniform",225,"ABTest",894,0
"450",0.05,"uniform",225,"LUCB BB",996,0
"451",0.05,"uniform",226,"ABTest",652,0
"452",0.05,"uniform",226,"LUCB BB",830,0
"453",0.05,"uniform",227,"ABTest",1420,0
"454",0.05,"uniform",227,"LUCB BB",1921,0
"455",0.05,"uniform",228,"ABTest",634,0
"456",0.05,"uniform",228,"LUCB BB",704,0
"457",0.05,"uniform",229,"ABTest",1342,0
"458",0.05,"uniform",229,"LUCB BB",2121,0
"459",0.05,"uniform",230,"ABTest",1256,0
"460",0.05,"uniform",230,"LUCB BB",1484,0
"461",0.05,"uniform",231,"ABTest",866,0
"462",0.05,"uniform",231,"LUCB BB",1900,0
"463",0.05,"uniform",232,"ABTest",1414,0
"464",0.05,"uniform",232,"LUCB BB",2321,0
"465",0.05,"uniform",233,"ABTest",774,0
"466",0.05,"uniform",233,"LUCB BB",876,0
"467",0.05,"uniform",234,"ABTest",692,0
"468",0.05,"uniform",234,"LUCB BB",886,0
"469",0.05,"uniform",235,"ABTest",828,0
"470",0.05,"uniform",235,"LUCB BB",1083,0
"471",0.05,"uniform",236,"ABTest",1286,0
"472",0.05,"uniform",236,"LUCB BB",1370,0
"473",0.05,"uniform",237,"ABTest",828,0
"474",0.05,"uniform",237,"LUCB BB",926,0
"475",0.05,"uniform",238,"ABTest",551,0
"476",0.05,"uniform",238,"LUCB BB",760,0
"477",0.05,"uniform",239,"ABTest",1268,0
"478",0.05,"uniform",239,"LUCB BB",1360,0
"479",0.05,"uniform",240,"ABTest",914,0
"480",0.05,"uniform",240,"LUCB BB",1234,0
"481",0.05,"uniform",241,"ABTest",1956,0
"482",0.05,"uniform",241,"LUCB BB",2619,0
"483",0.05,"uniform",242,"ABTest",822,0
"484",0.05,"uniform",242,"LUCB BB",1137,0
"485",0.05,"uniform",243,"ABTest",962,0
"486",0.05,"uniform",243,"LUCB BB",982,0
"487",0.05,"uniform",244,"ABTest",1802,0
"488",0.05,"uniform",244,"LUCB BB",2071,0
"489",0.05,"uniform",245,"ABTest",638,0
"490",0.05,"uniform",245,"LUCB BB",751,0
"491",0.05,"uniform",246,"ABTest",872,0
"492",0.05,"uniform",246,"LUCB BB",1029,0
"493",0.05,"uniform",247,"ABTest",893,0
"494",0.05,"uniform",247,"LUCB BB",1245,0
"495",0.05,"uniform",248,"ABTest",1028,0
"496",0.05,"uniform",248,"LUCB BB",1032,0
"497",0.05,"uniform",249,"ABTest",718,0
"498",0.05,"uniform",249,"LUCB BB",975,0
"499",0.05,"uniform",250,"ABTest",378,0
"500",0.05,"uniform",250,"LUCB BB",380,0
"501",0.05,"uniform",251,"ABTest",672,0
"502",0.05,"uniform",251,"LUCB BB",856,0
"503",0.05,"uniform",252,"ABTest",462,0
"504",0.05,"uniform",252,"LUCB BB",1029,0
"505",0.05,"uniform",253,"ABTest",444,0
"506",0.05,"uniform",253,"LUCB BB",1400,0
"507",0.05,"uniform",254,"ABTest",818,0
"508",0.05,"uniform",254,"LUCB BB",1083,0
"509",0.05,"uniform",255,"ABTest",1280,0
"510",0.05,"uniform",255,"LUCB BB",1509,0
"511",0.05,"uniform",256,"ABTest",1754,0
"512",0.05,"uniform",256,"LUCB BB",1868,0
"513",0.1,"uniform",1,"ABTest",3446,0
"514",0.1,"uniform",1,"LUCB BB",4126,0
"515",0.1,"uniform",2,"ABTest",2378,0
"516",0.1,"uniform",2,"LUCB BB",2666,0
"517",0.1,"uniform",3,"ABTest",1322,0
"518",0.1,"uniform",3,"LUCB BB",1596,0
"519",0.1,"uniform",4,"ABTest",1215,0
"520",0.1,"uniform",4,"LUCB BB",1410,0
"521",0.1,"uniform",5,"ABTest",1970,0
"522",0.1,"uniform",5,"LUCB BB",1972,0
"523",0.1,"uniform",6,"ABTest",477,0
"524",0.1,"uniform",6,"LUCB BB",1152,0
"525",0.1,"uniform",7,"ABTest",712,0
"526",0.1,"uniform",7,"LUCB BB",910,0
"527",0.1,"uniform",8,"ABTest",1524,0
"528",0.1,"uniform",8,"LUCB BB",1823,0
"529",0.1,"uniform",9,"ABTest",4194,0
"530",0.1,"uniform",9,"LUCB BB",4504,0
"531",0.1,"uniform",10,"ABTest",2868,0
"532",0.1,"uniform",10,"LUCB BB",3176,0
"533",0.1,"uniform",11,"ABTest",842,0
"534",0.1,"uniform",11,"LUCB BB",935,0
"535",0.1,"uniform",12,"ABTest",3684,0
"536",0.1,"uniform",12,"LUCB BB",4378,0
"537",0.1,"uniform",13,"ABTest",2576,0
"538",0.1,"uniform",13,"LUCB BB",3630,0
"539",0.1,"uniform",14,"ABTest",2568,0
"540",0.1,"uniform",14,"LUCB BB",2705,0
"541",0.1,"uniform",15,"ABTest",848,0
"542",0.1,"uniform",15,"LUCB BB",964,0
"543",0.1,"uniform",16,"ABTest",2970,0
"544",0.1,"uniform",16,"LUCB BB",3390,0
